suite,seed,policy,entrance,visit,stage,layout,event,escape,clear,seconds,startHp,endHp,damage,healed,peakEnemies,mods
areas,path-run-66,balanced,8,1,9,dropworks,,,true,11.75,100,100,0,0,6,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;countershot
areas,path-run-66,balanced,8,2,10,cooling-low-road,,,true,13.38,100,100,18,18,9,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;countershot;banker
areas,path-run-66,balanced,8,3,11,condenser-hall,,,false,180,100,58,42,0,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;countershot;banker;fold
areas,path-run-66,balanced,12,0,12,sorting-floor,,,true,12.28,100,100,0,0,6,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast
areas,path-run-66,balanced,12,1,13,gantry-walk,,,true,10.6,100,100,0,0,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver
areas,path-run-66,balanced,12,2,14,reclamation-low-road,,,true,16.12,100,100,20,20,8,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds
areas,path-run-66,balanced,12,3,15,separation-chamber,,,true,31.25,100,90,24,14,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker
areas,path-run-66,balanced,12,4,16,gantry,,,true,9.15,90,100,0,10,5,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet
areas,path-run-66,balanced,12,5,17,dropworks-roof,,,true,22.98,100,100,0,0,8,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet;cold-snap
areas,path-run-66,balanced,12,6,18,rooftops-low-road,,,true,14.63,100,100,22,22,9,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet;cold-snap;capacitor
areas,path-run-66,balanced,12,7,19,relay-roof,,,true,44.95,100,100,0,0,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet;cold-snap;capacitor;triphammer
areas,path-run-66,balanced,12,8,19,last-flight,,route,true,15.35,100,100,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet;cold-snap;capacitor;triphammer
areas,path-run-66,balanced,12,9,19,last-flight,,extracting,true,2.62,100,100,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;mass-driver;coolant-rounds;banker;ramjet;cold-snap;capacitor;triphammer
areas,path-run-66,balanced,16,0,16,gantry,,,true,11.88,100,100,19,19,6,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension
areas,path-run-66,balanced,16,1,17,dropworks-roof,,,true,17.32,100,100,15,15,7,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension;wallrunner
areas,path-run-66,balanced,16,2,18,rooftops-low-road,,,true,17.57,100,99,37,36,10,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension;wallrunner;capacitor
areas,path-run-66,balanced,16,3,19,relay-roof,,,true,29.88,99,84,17,2,1,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension;wallrunner;capacitor;crosshatch
areas,path-run-66,balanced,16,4,19,last-flight,,route,true,15.35,84,84,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension;wallrunner;capacitor;crosshatch
areas,path-run-66,balanced,16,5,19,last-flight,,extracting,true,2.62,84,84,0,0,0,magnum;light;kick;rapid;airshot;leech;pierce;ricochet;scatter;countershot;vector;backblast;split;shatter;landing;suspension;wallrunner;capacitor;crosshatch
areas,path-run-66,precision,4,0,4,fortress,,,true,14.7,100,100,0,0,5,magnum;rapid;deadeye;airshot
areas,path-run-66,precision,4,1,5,freight-shaft,,,true,46.78,100,97,15,12,3,magnum;rapid;deadeye;airshot;capacitor
areas,path-run-66,precision,4,2,6,furnace-low-road,,,true,14.15,97,100,0,3,6,magnum;rapid;deadeye;airshot;capacitor;execute
areas,path-run-66,precision,4,3,7,press-hall,,,true,19.47,100,100,0,0,1,magnum;rapid;deadeye;airshot;capacitor;execute;leech
areas,path-run-66,precision,4,4,8,settling-tanks,,,true,10.47,100,100,0,0,7,magnum;rapid;deadeye;airshot;capacitor;execute;leech;cinder
areas,path-run-66,precision,4,5,9,dropworks,,,true,17.78,100,100,0,0,7,magnum;rapid;deadeye;airshot;capacitor;execute;leech;cinder;recall
areas,path-run-66,precision,4,6,10,cooling-low-road,,,true,48.52,100,72,60,32,8,magnum;rapid;deadeye;airshot;capacitor;execute;leech;cinder;recall;kick
areas,path-run-66,precision,4,7,11,condenser-hall,,,false,47.88,72,0,72,0,1,magnum;rapid;deadeye;airshot;capacitor;execute;leech;cinder;recall;kick;banker
areas,path-run-66,precision,8,0,8,settling-tanks,,,true,14,100,100,0,0,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet
areas,path-run-66,precision,8,1,9,dropworks,,,true,22.68,100,100,0,0,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock
areas,path-run-66,precision,8,2,10,cooling-low-road,,,true,21.85,100,100,0,0,8,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split
areas,path-run-66,precision,8,3,11,condenser-hall,,,true,25.67,100,93,21,14,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker
areas,path-run-66,precision,8,4,12,sorting-floor,,,true,10.38,93,100,0,7,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind
areas,path-run-66,precision,8,5,13,gantry-walk,,,true,10.28,100,100,0,0,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture
areas,path-run-66,precision,8,6,14,reclamation-low-road,,,true,18.52,100,99,15,14,8,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver
areas,path-run-66,precision,8,7,15,separation-chamber,,,true,24.85,99,100,0,1,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce
areas,path-run-66,precision,8,8,16,gantry,,,true,24.55,100,85,35,20,5,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet
areas,path-run-66,precision,8,9,17,dropworks-roof,,,true,18.3,85,100,15,30,10,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet;triphammer
areas,path-run-66,precision,8,10,18,rooftops-low-road,,,true,43.63,100,79,55,34,11,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet;triphammer;recall
areas,path-run-66,precision,8,11,19,relay-roof,,,true,45.18,79,81,0,2,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet;triphammer;recall;skid-plate
areas,path-run-66,precision,8,12,19,last-flight,,route,true,15.35,81,81,0,0,0,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet;triphammer;recall;skid-plate
areas,path-run-66,precision,8,13,19,last-flight,,extracting,true,2.62,81,81,0,0,0,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;deadlock;split;banker;crosswind;fracture;mass-driver;pierce;ramjet;triphammer;recall;skid-plate
areas,path-run-66,precision,12,0,12,sorting-floor,,,true,11.38,100,82,40,22,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell
areas,path-run-66,precision,12,1,13,gantry-walk,,,true,14.52,82,100,0,18,7,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch
areas,path-run-66,precision,12,2,14,reclamation-low-road,,,true,14.77,100,82,38,20,8,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens
areas,path-run-66,precision,12,3,15,separation-chamber,,,true,34.78,82,52,44,14,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet
areas,path-run-66,precision,12,4,16,gantry,,,true,14.25,52,80,0,28,6,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet
areas,path-run-66,precision,12,5,17,dropworks-roof,,,true,31.08,80,100,0,20,8,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet;thermal-runaway
areas,path-run-66,precision,12,6,18,rooftops-low-road,,,true,20.82,100,93,35,28,9,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet;thermal-runaway;backblast
areas,path-run-66,precision,12,7,19,relay-roof,,,true,24.93,93,95,0,2,1,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet;thermal-runaway;backblast;arc-coil
areas,path-run-66,precision,12,8,19,last-flight,,route,true,15.35,95,95,0,0,0,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet;thermal-runaway;backblast;arc-coil
areas,path-run-66,precision,12,9,19,last-flight,,extracting,true,2.62,95,95,0,0,0,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;cutting-torch;charge-lens;ricochet;ramjet;thermal-runaway;backblast;arc-coil
areas,path-run-66,precision,16,0,16,gantry,,,true,18.73,100,69,59,28,6,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;ricochet;arc-coil
areas,path-run-66,precision,16,1,17,dropworks-roof,,,true,38.7,69,41,62,34,12,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;ricochet;arc-coil;grindshot
areas,path-run-66,precision,16,2,18,rooftops-low-road,,,false,13,41,0,49,8,10,magnum;rapid;deadeye;airshot;light;leech;execute;rivet;fracture;deadlock;capacitor;reserve-cell;rail-spike;backblast;ricochet;arc-coil;grindshot;fold
