"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","deadlock","Deadlock","reprisal","Reprisal","allowed with prerequisites","","deadeye > deadlock > countershot > reprisal","countershot > reprisal > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","rivet","Rivet","allowed with prerequisites","","deadeye > deadlock > rivet","deadeye > rivet > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","fracture","Fracture","allowed with prerequisites","","deadeye > deadlock > rivet > fracture","deadeye > rivet > fracture > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","fuse","Fuse","blocked","different paths: demolition + precision","deadeye > deadlock > shellshock > fuse","shellshock > fuse > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","linked-fuse","Linked fuse","blocked","different paths: demolition + precision","deadeye > deadlock > shellshock > fuse > linked-fuse","shellshock > fuse > linked-fuse > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","afterimage","Afterimage","blocked","different paths: bullet-hell + precision","deadeye > deadlock > crossfire > afterimage","crossfire > afterimage > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","parallax","Parallax","blocked","different paths: bullet-hell + precision","deadeye > deadlock > crossfire > afterimage > parallax","crossfire > afterimage > parallax > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","rail-spike","Rail spike","allowed with prerequisites","","deadeye > deadlock > capacitor > rail-spike","deadeye > capacitor > rail-spike > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","tether","Tether rounds","allowed with prerequisites","","deadeye > deadlock > tether","tether > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","snapback","Snapback","allowed with prerequisites","","deadeye > deadlock > tether > snapback","tether > snapback > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","orbit","Orbit","blocked","different paths: bullet-hell + precision","deadeye > deadlock > crossfire > recall > orbit","crossfire > recall > orbit > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","arc-coil","Arc Coil","allowed with prerequisites","","deadeye > deadlock > arc-coil","arc-coil > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","daisy-chain","Daisy Chain","allowed with prerequisites","","deadeye > deadlock > arc-coil > daisy-chain","arc-coil > daisy-chain > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","implosion","Implosion","blocked","different paths: demolition + precision","deadeye > deadlock > shellshock > fuse > implosion","shellshock > fuse > implosion > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","ramjet","Ramjet","allowed with prerequisites","","deadeye > deadlock > ramjet","ramjet > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","cinder","Cinder rounds","allowed with prerequisites","","deadeye > deadlock > cinder","cinder > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","crosswind","Crosswind","allowed with prerequisites","","deadeye > deadlock > crosswind","crosswind > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","wrecking-ball","Wrecking Ball","allowed with prerequisites","","deadeye > deadlock > ramjet > wrecking-ball","ramjet > wrecking-ball > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","flashpoint","Flashpoint","allowed with prerequisites","","deadeye > deadlock > cinder > flashpoint","cinder > flashpoint > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","slipstream","Slipstream","allowed with prerequisites","","deadeye > deadlock > crosswind > slipstream","crosswind > slipstream > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","grindshot","Grindshot","allowed with prerequisites","","deadeye > deadlock > grindshot","grindshot > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","corner-cutter","Corner Cutter","allowed with prerequisites","","deadeye > deadlock > grindshot > corner-cutter","grindshot > corner-cutter > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","tripwire","Tripwire","blocked","different paths: demolition + precision","deadeye > deadlock > tripwire","tripwire > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","tension","Tension","blocked","different paths: demolition + precision","deadeye > deadlock > tripwire > tension","tripwire > tension > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","cutting-torch","Cutting Torch","allowed with prerequisites","","deadeye > deadlock > cutting-torch","cutting-torch > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","thermal-runaway","Thermal Runaway","allowed with prerequisites","","deadeye > deadlock > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","vector","Vector rounds","allowed with prerequisites","","deadeye > deadlock > vector","vector > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","afterburner","Afterburner","allowed with prerequisites","","deadeye > deadlock > vector > afterburner","vector > afterburner > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","mass-driver","Mass Driver","allowed with prerequisites","","deadeye > deadlock > mass-driver","mass-driver > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","drop-forge","Drop Forge","allowed with prerequisites","","deadeye > deadlock > mass-driver > drop-forge","mass-driver > drop-forge > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","pulse-chamber","Pulse Chamber","allowed with prerequisites","","deadeye > deadlock > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","charge-lens","Charge Lens","allowed with prerequisites","","deadeye > deadlock > cutting-torch > charge-lens","cutting-torch > charge-lens > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","prism-array","Prism Array","allowed with prerequisites","","deadeye > deadlock > cutting-torch > prism-array","cutting-torch > prism-array > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","pinwheel","Pinwheel","blocked","different paths: bullet-hell + precision","deadeye > deadlock > crossfire > pinwheel","crossfire > pinwheel > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","follow-through","Follow-through","blocked","different paths: bullet-hell + precision","deadeye > deadlock > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","shaped-charge","Shaped Charge","blocked","different paths: demolition + precision","deadeye > deadlock > shellshock > shaped-charge","shellshock > shaped-charge > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","cluster-shell","Cluster Shell","blocked","different paths: demolition + precision","deadeye > deadlock > shellshock > cluster-shell","shellshock > cluster-shell > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","skid-plate","Skid Plate","allowed with prerequisites","","deadeye > deadlock > mass-driver > skid-plate","mass-driver > skid-plate > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","relay-gate","Relay Gate","allowed with prerequisites","","deadeye > deadlock > fold > relay-gate","fold > relay-gate > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","short-circuit","Short Circuit","allowed with prerequisites","","deadeye > deadlock > arc-coil > short-circuit","arc-coil > short-circuit > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","triphammer","Triphammer","allowed with prerequisites","","deadeye > deadlock > ramjet > triphammer","ramjet > triphammer > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","crosscut","Crosscut","allowed with prerequisites","","deadeye > deadlock > grindshot > crosscut","grindshot > crosscut > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","coolant-rounds","Coolant Rounds","blocked","different paths: cryogenic + precision","deadeye > deadlock > coolant-rounds","coolant-rounds > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","deep-freeze","Deep Freeze","blocked","different paths: cryogenic + precision","deadeye > deadlock > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","icebreaker","Icebreaker","blocked","different paths: cryogenic + precision","deadeye > deadlock > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","cold-snap","Cold Snap","blocked","different paths: cryogenic + precision","deadeye > deadlock > coolant-rounds > cold-snap","coolant-rounds > cold-snap > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","cold-front","Cold Front","blocked","different paths: cryogenic + precision","deadeye > deadlock > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","suspension","Suspension","blocked","different paths: precision + stasis","deadeye > deadlock > suspension","suspension > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","crosshatch","Crosshatch","blocked","different paths: precision + stasis","deadeye > deadlock > suspension > crosshatch","suspension > crosshatch > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","thread-the-needle","Thread the Needle","blocked","different paths: precision + stasis","deadeye > deadlock > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","tripline","Tripline","blocked","different paths: precision + stasis","deadeye > deadlock > suspension > tripline","suspension > tripline > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","chain-release","Chain Release","blocked","different paths: precision + stasis","deadeye > deadlock > suspension > tripline > chain-release","suspension > tripline > chain-release > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","retrace","Retrace","allowed with prerequisites","","deadeye > deadlock > recall > retrace","recall > retrace > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","wallrunner","Wallrunner","allowed with prerequisites","","deadeye > deadlock > light > wallrunner","light > wallrunner > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","air-brake","Air Brake","allowed with prerequisites","","deadeye > deadlock > kick > air-brake","kick > air-brake > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","grapnel","Grapnel","allowed with prerequisites","","deadeye > deadlock > tether > grapnel","tether > grapnel > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","convoy","Convoy","blocked","different paths: precision + stasis","deadeye > deadlock > suspension > crosshatch > convoy","suspension > crosshatch > convoy > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","thermal-shock","Thermal Shock","blocked","different paths: cryogenic + precision","deadeye > deadlock > coolant-rounds > cinder > thermal-shock","coolant-rounds > cinder > thermal-shock > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","corner-pocket","Corner Pocket","allowed with prerequisites","","deadeye > deadlock > banker > corner-pocket","banker > corner-pocket > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","scrap-feed","Scrap Feed","allowed with prerequisites","","deadeye > deadlock > split > scrap-feed","split > scrap-feed > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","spoof","Spoof","allowed with prerequisites","","deadeye > deadlock > spoof","spoof > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","standing-orders","Standing Orders","allowed with prerequisites","","deadeye > deadlock > spoof > standing-orders","spoof > standing-orders > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","priority-target","Priority Target","allowed with prerequisites","","deadeye > deadlock > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","cross-talk","Cross Talk","allowed with prerequisites","","deadeye > deadlock > spoof > cross-talk","spoof > cross-talk > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","dead-switch","Dead Switch","allowed with prerequisites","","deadeye > deadlock > spoof > cross-talk > dead-switch","spoof > cross-talk > dead-switch > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","resonator","Resonator","allowed with prerequisites","","deadeye > deadlock > cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator","cutting-torch > burst > pulse-chamber > fold > relay-gate > resonator > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","flywheel","Flywheel","allowed with prerequisites","","deadeye > deadlock > mass-driver > skid-plate > grindshot > crosscut > flywheel","mass-driver > skid-plate > grindshot > crosscut > flywheel > deadeye > deadlock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","deadlock","Deadlock","storm-cell","Storm Cell","blocked","different paths: demolition + precision","deadeye > deadlock > shellshock > cluster-shell > arc-coil > storm-cell","shellshock > cluster-shell > arc-coil > storm-cell > deadeye > deadlock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","backfire","Backfire","allowed with prerequisites","","shellshock > aftershock > shockfront > backblast > backfire","backblast > backfire > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","recall","Recall","allowed with prerequisites","","shellshock > aftershock > shockfront > recall","recall > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","homecoming","Homecoming","allowed with prerequisites","","shellshock > aftershock > shockfront > recall > homecoming","recall > homecoming > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","capacitor","Capacitor","allowed with prerequisites","","shellshock > aftershock > shockfront > capacitor","capacitor > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","reserve-cell","Reserve cell","allowed with prerequisites","","shellshock > aftershock > shockfront > capacitor > reserve-cell","capacitor > reserve-cell > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","countershot","Countershot","allowed with prerequisites","","shellshock > aftershock > shockfront > countershot","countershot > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","reprisal","Reprisal","allowed with prerequisites","","shellshock > aftershock > shockfront > countershot > reprisal","countershot > reprisal > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","rivet","Rivet","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > deadeye > rivet","deadeye > rivet > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","fracture","Fracture","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > deadeye > rivet > fracture","deadeye > rivet > fracture > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","fuse","Fuse","allowed with prerequisites","","shellshock > aftershock > shockfront > fuse","shellshock > fuse > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","linked-fuse","Linked fuse","allowed with prerequisites","","shellshock > aftershock > shockfront > fuse > linked-fuse","shellshock > fuse > linked-fuse > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","afterimage","Afterimage","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > shockfront > crossfire > afterimage","crossfire > afterimage > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","parallax","Parallax","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > shockfront > crossfire > afterimage > parallax","crossfire > afterimage > parallax > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","rail-spike","Rail spike","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > deadeye > capacitor > rail-spike","deadeye > capacitor > rail-spike > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","tether","Tether rounds","allowed with prerequisites","","shellshock > aftershock > shockfront > tether","tether > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","snapback","Snapback","allowed with prerequisites","","shellshock > aftershock > shockfront > tether > snapback","tether > snapback > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","orbit","Orbit","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > shockfront > crossfire > recall > orbit","crossfire > recall > orbit > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","arc-coil","Arc Coil","allowed with prerequisites","","shellshock > aftershock > shockfront > arc-coil","arc-coil > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","daisy-chain","Daisy Chain","allowed with prerequisites","","shellshock > aftershock > shockfront > arc-coil > daisy-chain","arc-coil > daisy-chain > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","implosion","Implosion","allowed with prerequisites","","shellshock > aftershock > shockfront > fuse > implosion","shellshock > fuse > implosion > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","ramjet","Ramjet","allowed with prerequisites","","shellshock > aftershock > shockfront > ramjet","ramjet > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","cinder","Cinder rounds","allowed with prerequisites","","shellshock > aftershock > shockfront > cinder","cinder > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","crosswind","Crosswind","allowed with prerequisites","","shellshock > aftershock > shockfront > crosswind","crosswind > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","wrecking-ball","Wrecking Ball","allowed with prerequisites","","shellshock > aftershock > shockfront > ramjet > wrecking-ball","ramjet > wrecking-ball > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","flashpoint","Flashpoint","allowed with prerequisites","","shellshock > aftershock > shockfront > cinder > flashpoint","cinder > flashpoint > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","slipstream","Slipstream","allowed with prerequisites","","shellshock > aftershock > shockfront > crosswind > slipstream","crosswind > slipstream > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","grindshot","Grindshot","allowed with prerequisites","","shellshock > aftershock > shockfront > grindshot","grindshot > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","corner-cutter","Corner Cutter","allowed with prerequisites","","shellshock > aftershock > shockfront > grindshot > corner-cutter","grindshot > corner-cutter > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","tripwire","Tripwire","allowed with prerequisites","","shellshock > aftershock > shockfront > tripwire","tripwire > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","tension","Tension","allowed with prerequisites","","shellshock > aftershock > shockfront > tripwire > tension","tripwire > tension > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","cutting-torch","Cutting Torch","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > cutting-torch","cutting-torch > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","thermal-runaway","Thermal Runaway","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","vector","Vector rounds","allowed with prerequisites","","shellshock > aftershock > shockfront > vector","vector > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","afterburner","Afterburner","allowed with prerequisites","","shellshock > aftershock > shockfront > vector > afterburner","vector > afterburner > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","mass-driver","Mass Driver","allowed with prerequisites","","shellshock > aftershock > shockfront > mass-driver","mass-driver > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","drop-forge","Drop Forge","allowed with prerequisites","","shellshock > aftershock > shockfront > mass-driver > drop-forge","mass-driver > drop-forge > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","pulse-chamber","Pulse Chamber","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","charge-lens","Charge Lens","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > cutting-torch > charge-lens","cutting-torch > charge-lens > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","prism-array","Prism Array","blocked","different paths: demolition + precision","shellshock > aftershock > shockfront > cutting-torch > prism-array","cutting-torch > prism-array > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","pinwheel","Pinwheel","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > shockfront > crossfire > pinwheel","crossfire > pinwheel > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","follow-through","Follow-through","blocked","different paths: bullet-hell + demolition","shellshock > aftershock > shockfront > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > shellshock > aftershock > shockfront","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","shaped-charge","Shaped Charge","allowed with prerequisites","","shellshock > aftershock > shockfront > shaped-charge","shellshock > shaped-charge > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","cluster-shell","Cluster Shell","allowed with prerequisites","","shellshock > aftershock > shockfront > cluster-shell","shellshock > cluster-shell > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","skid-plate","Skid Plate","allowed with prerequisites","","shellshock > aftershock > shockfront > mass-driver > skid-plate","mass-driver > skid-plate > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","relay-gate","Relay Gate","allowed with prerequisites","","shellshock > aftershock > shockfront > fold > relay-gate","fold > relay-gate > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","short-circuit","Short Circuit","allowed with prerequisites","","shellshock > aftershock > shockfront > arc-coil > short-circuit","arc-coil > short-circuit > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","shockfront","Shockfront","triphammer","Triphammer","allowed with prerequisites","","shellshock > aftershock > shockfront > ramjet > triphammer","ramjet > triphammer > shellshock > aftershock > shockfront","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
