"combo","path","weapon","branches","fusion","upgrade_count","upgrades_in_acquisition_order","upgrade_ids_in_acquisition_order","room_test","boss_test","mirrored_room_test"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.thread-the-needle","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Corner Cutter + Crosshatch + Snapback + Thread the Needle","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Crosshatch > Tether rounds > Snapback > Thread the Needle > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > crosshatch > tether > snapback > thread-the-needle > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.thread-the-needle&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.thread-the-needle&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.thread-the-needle&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.convoy","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Corner Cutter + Crosshatch + Snapback + Convoy","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Crosshatch > Tether rounds > Snapback > Convoy > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > crosshatch > tether > snapback > convoy > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.convoy&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.convoy&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.snapback.convoy&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.thread-the-needle","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Corner Cutter + Crosshatch + Grapnel + Thread the Needle","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Crosshatch > Tether rounds > Grapnel > Thread the Needle > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > crosshatch > tether > grapnel > thread-the-needle > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.thread-the-needle&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.thread-the-needle&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.thread-the-needle&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.convoy","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Corner Cutter + Crosshatch + Grapnel + Convoy","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Crosshatch > Tether rounds > Grapnel > Convoy > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > crosshatch > tether > grapnel > convoy > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.convoy&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.convoy&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.crosshatch.grapnel.convoy&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.snapback","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Corner Cutter + Tripline + Snapback","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Tripline > Tether rounds > Snapback > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Chain Release > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > tripline > tether > snapback > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > chain-release > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.snapback&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.grapnel","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Corner Cutter + Tripline + Grapnel","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Corner Cutter > Tripline > Tether rounds > Grapnel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Chain Release > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > corner-cutter > tripline > tether > grapnel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > chain-release > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.corner-cutter.tripline.grapnel&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.thread-the-needle","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Crosscut + Crosshatch + Snapback + Thread the Needle","Flywheel","52","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Crosscut > Crosshatch > Tether rounds > Snapback > Thread the Needle > Flywheel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > crosscut > crosshatch > tether > snapback > thread-the-needle > flywheel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.thread-the-needle&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.thread-the-needle&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.thread-the-needle&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.convoy","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Crosscut + Crosshatch + Snapback + Convoy","Flywheel","52","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Crosscut > Crosshatch > Tether rounds > Snapback > Convoy > Flywheel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > crosscut > crosshatch > tether > snapback > convoy > flywheel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.convoy&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.convoy&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.snapback.convoy&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.thread-the-needle","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Crosscut + Crosshatch + Grapnel + Thread the Needle","Flywheel","52","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Crosscut > Crosshatch > Tether rounds > Grapnel > Thread the Needle > Flywheel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > crosscut > crosshatch > tether > grapnel > thread-the-needle > flywheel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.thread-the-needle&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.thread-the-needle&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.thread-the-needle&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.convoy","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Crosscut + Crosshatch + Grapnel + Convoy","Flywheel","52","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Crosscut > Crosshatch > Tether rounds > Grapnel > Convoy > Flywheel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > crosscut > crosshatch > tether > grapnel > convoy > flywheel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.convoy&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.convoy&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.crosshatch.grapnel.convoy&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.snapback","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Crosscut + Tripline + Snapback","Flywheel","52","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Crosscut > Tripline > Tether rounds > Snapback > Flywheel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Chain Release > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > crosscut > tripline > tether > snapback > flywheel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > chain-release > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.snapback&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.snapback&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.snapback&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.grapnel","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Wrecking Ball + Crosscut + Tripline + Grapnel","Flywheel","52","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Wrecking Ball > Grindshot > Crosscut > Tripline > Tether rounds > Grapnel > Flywheel > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Chain Release > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > wrecking-ball > grindshot > crosscut > tripline > tether > grapnel > flywheel > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > chain-release > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.grapnel&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.grapnel&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.wrecking-ball.crosscut.tripline.grapnel&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.thread-the-needle","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Triphammer + Corner Cutter + Crosshatch + Snapback + Thread the Needle","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Grindshot > Corner Cutter > Crosshatch > Tether rounds > Snapback > Thread the Needle > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > grindshot > corner-cutter > crosshatch > tether > snapback > thread-the-needle > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.thread-the-needle&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.thread-the-needle&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.thread-the-needle&mirror=1&v=2.75.0"
"stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.convoy","Stasis","Mass Driver","Skid Plate + Relay Gate + Short Circuit + Triphammer + Corner Cutter + Crosshatch + Snapback + Convoy","","51","Suspension > Mass Driver > Skid Plate > Fold > Relay Gate > Arc Coil > Short Circuit > Ramjet > Triphammer > Grindshot > Corner Cutter > Crosshatch > Tether rounds > Snapback > Convoy > Heavy hitter > Scattershot > Hair trigger > Bank shot > Punch through > Splinter > Airshot > Kickback > Bloodwork > Light frame > Burst fire > Backblast > Banker > Landing shot > Slingshot > Redline > Breach > Shatter > Backfire > Recall > Homecoming > Capacitor > Reserve cell > Countershot > Reprisal > Cinder rounds > Crosswind > Flashpoint > Slipstream > Vector rounds > Afterburner > Retrace > Wallrunner > Air Brake > Corner Pocket > Scrap Feed","suspension > mass-driver > skid-plate > fold > relay-gate > arc-coil > short-circuit > ramjet > triphammer > grindshot > corner-cutter > crosshatch > tether > snapback > convoy > magnum > scatter > rapid > ricochet > pierce > split > airshot > kick > leech > light > burst > backblast > banker > landing > slingshot > redline > breach > shatter > backfire > recall > homecoming > capacitor > reserve-cell > countershot > reprisal > cinder > crosswind > flashpoint > slipstream > vector > afterburner > retrace > wallrunner > air-brake > corner-pocket > scrap-feed","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.convoy&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.convoy&room=boss&v=2.75.0","https://caleb-guyer.github.io/recoil-foundry/?test=branches&combo=stasis.mass-driver.skid-plate.relay-gate.short-circuit.triphammer.corner-cutter.crosshatch.snapback.convoy&mirror=1&v=2.75.0"
